test_id,language,category,config_index,message_index,input_length,encrypt_time_us,decrypt_time_us,chars_processed,chars_per_sec,success,failure_detail
452,es,real_message,1,2,400,673.8,627,413,317497,1,
453,es,real_message,1,3,400,689.2,621.4,414,315886,1,
454,es,real_message,1,4,400,681.3,619.3,414,318315,1,
455,es,real_message,1,5,400,668,848.4,413,272356,1,
456,es,real_message,2,1,400,716.1,619.6,413,309201,1,
457,es,real_message,2,2,400,680.3,618.9,413,317888,1,
458,es,real_message,2,3,400,682.1,627,414,316248,1,
459,es,real_message,2,4,400,677.7,617.9,414,319543,1,
460,es,real_message,2,5,400,668.9,618.8,413,320727,1,
461,es,real_message,3,1,400,685,621,413,316233,1,
462,es,real_message,3,2,400,671.7,617.9,413,320254,1,
463,es,real_message,3,3,400,719.4,633.2,414,306077,1,
464,es,real_message,3,4,400,669.6,617.2,414,321728,1,
465,es,real_message,3,5,400,671,617.9,413,320428,1,
466,es,real_message,4,1,400,674.1,620.6,413,318993,1,
467,es,real_message,4,2,400,668.7,616.5,413,321351,1,
468,es,real_message,4,3,400,945.3,701.7,414,251366,1,
469,es,real_message,4,4,400,677.4,617.8,414,319642,1,
470,es,real_message,4,5,400,671.7,626.8,413,318059,1,
471,es,real_message,5,1,400,691.1,620.1,413,314979,1,
472,es,real_message,5,2,400,680.3,617.5,413,318231,1,
473,es,real_message,5,3,400,745.7,721,414,282266,1,
474,es,real_message,5,4,400,675.2,619.6,414,319741,1,
475,es,real_message,5,5,400,670.3,727.9,413,295380,1,
476,es,repeated_phrase,1,1,157,344.3,300.1,177,274674,1,
477,es,repeated_phrase,1,2,162,334.4,307.7,182,283445,1,
478,es,repeated_phrase,1,3,157,332.5,296.7,177,281310,1,
479,es,repeated_phrase,1,4,142,319.3,281.6,162,269596,1,
480,es,repeated_phrase,1,5,76,320.2,206.2,96,182371,1,
481,es,repeated_phrase,2,1,107,269.9,234.7,127,251685,1,
482,es,repeated_phrase,2,2,186,397.5,349.2,206,275881,1,
483,es,repeated_phrase,2,3,48,219.1,186,68,167860,1,
484,es,repeated_phrase,2,4,174,370.2,343.6,194,271785,1,
485,es,repeated_phrase,2,5,37,203,183.2,57,147592,1,
486,es,repeated_phrase,3,1,34,212.4,174.5,54,139571,1,
487,es,repeated_phrase,3,2,180,390,331.9,200,277047,1,
488,es,repeated_phrase,3,3,142,318.1,281.1,162,270360,1,
489,es,repeated_phrase,3,4,96,289.7,275.3,116,205310,1,
490,es,repeated_phrase,3,5,132,306.6,266,152,265456,1,
491,es,repeated_phrase,4,1,94,266.2,233,114,228365,1,
492,es,repeated_phrase,4,2,111,283.8,247.8,131,246426,1,
493,es,repeated_phrase,4,3,87,335.1,218.4,107,193315,1,
494,es,repeated_phrase,4,4,177,373,329,197,280627,1,
495,es,repeated_phrase,4,5,100,265.7,232.7,120,240770,1,
496,es,repeated_phrase,5,1,120,291,250.3,140,258637,1,
497,es,repeated_phrase,5,2,179,373.9,330.8,199,282390,1,
498,es,repeated_phrase,5,3,34,201,169.5,54,145749,1,
499,es,repeated_phrase,5,4,74,232.2,200.3,94,217341,1,
500,es,repeated_phrase,5,5,30,250.4,234.7,50,103072,1,
501,es,edge_case,1,1,0,168.9,137.5,20,65274.2,1,
502,es,edge_case,1,2,1,180.4,203.6,21,54687.5,1,
503,es,edge_case,1,3,19,169.7,136.9,19,61970,1,
504,es,edge_case,1,4,25,164.8,136.5,25,82973.8,1,
505,es,edge_case,1,5,25,196.7,153.6,45,128461,1,
506,es,edge_case,2,1,0,165.8,150.1,20,63311.2,1,
507,es,edge_case,2,2,1,165.2,136.1,21,69698,1,
508,es,edge_case,2,3,19,161.3,136.3,19,63844.1,1,
509,es,edge_case,2,4,25,163.5,136.7,25,83277.8,1,
510,es,edge_case,2,5,25,189,268,45,98468.3,1,
511,es,edge_case,3,1,0,167.3,138.2,20,65466.4,1,
512,es,edge_case,3,2,1,164.4,136.4,21,69813.8,1,
513,es,edge_case,3,3,19,167,136.8,19,62541.1,1,
514,es,edge_case,3,4,25,165.1,136.5,25,82891.2,1,
515,es,edge_case,3,5,25,180.1,152.7,45,135216,1,
516,es,edge_case,4,1,0,167.3,137.9,20,65530.8,1,
517,es,edge_case,4,2,1,173.9,138.6,21,67200,1,
518,es,edge_case,4,3,19,165,136.9,19,62934.7,1,
519,es,edge_case,4,4,25,166.7,137.5,25,82182.8,1,
520,es,edge_case,4,5,25,181.1,153.1,45,134650,1,
521,es,edge_case,5,1,0,166.7,137.6,20,65724.6,1,
522,es,edge_case,5,2,1,165.4,136.3,21,69605.6,1,
523,es,edge_case,5,3,19,176,136.5,19,60800,1,
524,es,edge_case,5,4,25,164.2,136.8,25,83056.5,1,
525,es,edge_case,5,5,25,182.1,154,45,133889,1,
526,ca,same_char,1,1,213,484.8,384.1,233,268155,1,
527,ca,same_char,1,2,141,342.3,283.5,161,257271,1,
528,ca,same_char,1,3,204,411,364.4,224,288883,1,
529,ca,same_char,1,4,56,217.7,186.4,76,188072,1,
530,ca,same_char,1,5,212,428.5,380.2,232,286880,1,
531,ca,same_char,2,1,141,330.4,283.4,161,262300,1,
532,ca,same_char,2,2,138,314.3,267.3,158,271664,1,
533,ca,same_char,2,3,124,283.6,397.1,144,211547,1,
534,ca,same_char,2,4,147,322.7,291.6,167,271854,1,
535,ca,same_char,2,5,169,352.5,315.1,189,283104,1,
536,ca,same_char,3,1,55,217.1,185.5,75,186289,1,
537,ca,same_char,3,2,71,231.7,200.9,91,210356,1,
538,ca,same_char,3,3,52,216.7,185.6,72,178971,1,
539,ca,same_char,3,4,66,229.8,228.9,86,187486,1,
540,ca,same_char,3,5,45,278.2,189.7,65,138919,1,
541,ca,same_char,4,1,23,248.8,154.6,43,106594,1,
542,ca,same_char,4,2,119,288.3,250.4,139,258029,1,
543,ca,same_char,4,3,84,249.8,217.4,104,222603,1,
544,ca,same_char,4,4,76,231.7,201.4,96,221658,1,
545,ca,same_char,4,5,119,281.4,249.1,139,262017,1,
546,ca,same_char,5,1,106,279.2,234.1,126,245470,1,
547,ca,same_char,5,2,58,215.1,184.7,78,195098,1,
548,ca,same_char,5,3,113,402.5,250.1,133,203800,1,
549,ca,same_char,5,4,73,311.7,202.3,93,180934,1,
550,ca,same_char,5,5,129,307.5,266.2,149,259718,1,
551,ca,alternating,1,1,153,352.7,299.9,173,265093,1,
552,ca,alternating,1,2,48,217,197.5,68,164053,1,
553,ca,alternating,1,3,62,233.9,201.6,82,188289,1,
554,ca,alternating,1,4,161,344.1,299.4,181,281274,1,
555,ca,alternating,1,5,167,424.7,566.3,187,188698,1,
556,ca,alternating,2,1,84,251.7,218.1,104,221371,1,
557,ca,alternating,2,2,195,387.3,345.3,215,293475,1,
558,ca,alternating,2,3,33,197.8,168.9,53,144532,1,
559,ca,alternating,2,4,218,419.1,388.6,238,294664,1,
560,ca,alternating,2,5,37,198.2,168.9,57,155271,1,
561,ca,alternating,3,1,92,331,232.2,112,198864,1,
562,ca,alternating,3,2,50,223.7,197.3,70,166271,1,
563,ca,alternating,3,3,158,344.7,297.5,178,277172,1,
564,ca,alternating,3,4,203,403.4,361.3,223,291618,1,
565,ca,alternating,3,5,68,240.8,214.2,88,193407,1,
566,ca,alternating,4,1,138,302.9,266.8,158,277339,1,
567,ca,alternating,4,2,196,384.1,439.1,216,262391,1,
568,ca,alternating,4,3,108,276.6,234.7,128,250342,1,
569,ca,alternating,4,4,20,185,166.1,40,113928,1,
570,ca,alternating,4,5,157,332.4,297.1,177,281176,1,
571,ca,alternating,5,1,201,403.2,372.8,221,284794,1,
572,ca,alternating,5,2,152,333.5,296.5,172,273016,1,
573,ca,alternating,5,3,189,426.4,358.5,209,266276,1,
574,ca,alternating,5,4,104,485.3,239.3,124,171129,1,
575,ca,alternating,5,5,185,396.4,337.2,205,279444,1,
576,ca,cyclic,1,1,90,262.6,219.7,110,228074,1,
577,ca,cyclic,1,2,129,307.5,275.8,149,255443,1,
578,ca,cyclic,1,3,113,284,250.6,133,248784,1,
579,ca,cyclic,1,4,53,229.8,187.6,73,174892,1,
580,ca,cyclic,1,5,181,382.9,348.5,201,274815,1,
581,ca,cyclic,2,1,58,217.2,186.1,78,193404,1,
582,ca,cyclic,2,2,93,268.6,233,113,225279,1,
583,ca,cyclic,2,3,82,250.2,218.1,102,217809,1,
584,ca,cyclic,2,4,63,230.3,210.9,83,188123,1,
585,ca,cyclic,2,5,112,281.2,248.2,132,249339,1,
586,ca,cyclic,3,1,124,289,251.1,144,266617,1,
587,ca,cyclic,3,2,109,285.1,250.8,129,240717,1,
588,ca,cyclic,3,3,67,232.7,201.7,87,200276,1,
589,ca,cyclic,3,4,199,680.5,365.5,219,209369,1,
590,ca,cyclic,3,5,193,386.6,345.4,213,290984,1,
591,ca,cyclic,4,1,157,339.7,298.6,177,277299,1,
592,ca,cyclic,4,2,86,250.6,217.2,106,226593,1,
593,ca,cyclic,4,3,193,398.3,345,213,286560,1,
594,ca,cyclic,4,4,134,333.8,267.8,154,255984,1,
595,ca,cyclic,4,5,129,309.3,267.6,149,258277,1,
596,ca,cyclic,5,1,68,233.9,202.3,88,201742,1,
597,ca,cyclic,5,2,81,249.3,296.4,101,185083,1,
598,ca,cyclic,5,3,217,421.2,377.5,237,296732,1,
599,ca,cyclic,5,4,101,265.4,232.8,121,242874,1,
600,ca,cyclic,5,5,86,284.3,218.7,106,210736,1,
601,ca,jumbled,1,1,175,480.5,365,225,266115,1,
602,ca,jumbled,1,2,60,236.8,201,92,210142,1,
603,ca,jumbled,1,3,139,349.9,436.1,185,235369,1,
604,ca,jumbled,1,4,107,309.9,266.8,148,256633,1,
605,ca,jumbled,1,5,210,471.3,437.4,268,294927,1,
606,ca,jumbled,2,1,117,327.9,267.5,156,262009,1,
607,ca,jumbled,2,2,73,256.7,217.7,110,231872,1,
608,ca,jumbled,2,3,160,383.5,345.2,211,289557,1,
609,ca,jumbled,2,4,98,285,248.5,130,243674,1,
610,ca,jumbled,2,5,41,215.9,185.3,66,164506,1,
611,ca,jumbled,3,1,162,385.6,345.6,212,289934,1,
612,ca,jumbled,3,2,216,494.2,441.7,283,302383,1,
613,ca,jumbled,3,3,141,355.9,325.5,188,275903,1,
614,ca,jumbled,3,4,39,227,186.9,67,161875,1,
615,ca,jumbled,3,5,28,202.1,169.2,54,145435,1,
616,ca,jumbled,4,1,70,250.2,217,103,220462,1,
617,ca,jumbled,4,2,89,275,233.8,127,249607,1,
618,ca,jumbled,4,3,218,469.6,425.1,276,308483,1,
619,ca,jumbled,4,4,205,463,409,262,300459,1,
620,ca,jumbled,4,5,203,461.3,408.2,265,304773,1,
621,ca,jumbled,5,1,138,353,314.4,191,286185,1,
622,ca,jumbled,5,2,141,351.9,316.5,189,282765,1,
623,ca,jumbled,5,3,127,358.6,282.6,170,265128,1,
624,ca,jumbled,5,4,193,460.8,410.1,256,293949,1,
625,ca,jumbled,5,5,122,318.7,291.2,165,270536,1,
626,ca,real_message,1,1,400,672.3,898.4,411,261667,1,
627,ca,real_message,1,2,400,702.4,620.8,410,309855,1,
628,ca,real_message,1,3,400,680.5,619.3,409,314664,1,
629,ca,real_message,1,4,400,657.9,601.2,407,323247,1,
630,ca,real_message,1,5,400,672.3,603.1,407,319116,1,
631,ca,real_message,2,1,400,682.8,619.7,411,315547,1,
632,ca,real_message,2,2,400,767.7,636.6,410,291960,1,
633,ca,real_message,2,3,400,678.5,616.2,409,315903,1,
634,ca,real_message,2,4,400,663.6,620.6,407,316929,1,
635,ca,real_message,2,5,400,691.3,607.5,407,313366,1,
636,ca,real_message,3,1,400,674.8,621,411,317179,1,
637,ca,real_message,3,2,400,1148.7,759.7,410,214840,1,
638,ca,real_message,3,3,400,692.9,619.9,409,311548,1,
639,ca,real_message,3,4,400,663.1,614.7,407,318516,1,
640,ca,real_message,3,5,400,730.6,603.3,407,305120,1,
641,ca,real_message,4,1,400,674,617.7,411,318185,1,
642,ca,real_message,4,2,400,684.7,627.1,410,312548,1,
643,ca,real_message,4,3,400,681.5,627.2,409,312524,1,
644,ca,real_message,4,4,400,653.9,609,407,322274,1,
645,ca,real_message,4,5,400,710.8,689.5,407,290652,1,
646,ca,real_message,5,1,400,1036.2,727.7,411,233006,1,
647,ca,real_message,5,2,400,678.9,619.6,410,315749,1,
648,ca,real_message,5,3,400,686.2,620,409,313122,1,
649,ca,real_message,5,4,400,662.5,602.9,407,321637,1,
650,ca,real_message,5,5,400,652,601.6,407,324665,1,
651,ca,repeated_phrase,1,1,158,349.3,297.5,178,275201,1,
652,ca,repeated_phrase,1,2,134,309.3,265.9,154,267733,1,
653,ca,repeated_phrase,1,3,121,281.3,249.1,141,265837,1,
654,ca,repeated_phrase,1,4,118,281.6,248.3,138,260426,1,
655,ca,repeated_phrase,1,5,148,315.7,281.5,168,281313,1,
656,ca,repeated_phrase,2,1,88,263.6,218.1,108,224206,1,
657,ca,repeated_phrase,2,2,52,217,186,72,178660,1,
658,ca,repeated_phrase,2,3,116,294.4,249.8,136,249908,1,
659,ca,repeated_phrase,2,4,128,310.7,267.4,148,256011,1,
660,ca,repeated_phrase,2,5,182,368.5,330.1,202,289150,1,
661,ca,repeated_phrase,3,1,80,250.4,217.6,100,213675,1,
662,ca,repeated_phrase,3,2,213,417.3,376.9,233,293377,1,
663,ca,repeated_phrase,3,3,158,346.7,318.1,178,267750,1,
664,ca,repeated_phrase,3,4,171,360.2,314.5,191,283089,1,
665,ca,repeated_phrase,3,5,109,282.8,248.4,129,242846,1,
666,ca,repeated_phrase,4,1,87,249.8,219.2,107,228145,1,
667,ca,repeated_phrase,4,2,187,384,659.9,207,198295,1,
668,ca,repeated_phrase,4,3,94,274,234,114,224409,1,
669,ca,repeated_phrase,4,4,211,531,647.3,231,196045,1,
670,ca,repeated_phrase,4,5,120,288.2,249.6,140,260320,1,
671,ca,repeated_phrase,5,1,182,368.3,328.6,202,289855,1,
672,ca,repeated_phrase,5,2,57,217.2,189.1,77,189515,1,
673,ca,repeated_phrase,5,3,106,264.7,232.8,126,253266,1,
674,ca,repeated_phrase,5,4,177,385.6,341.4,197,270977,1,
675,ca,repeated_phrase,5,5,128,305.2,266.2,148,259013,1,
676,ca,edge_case,1,1,0,183.1,137.8,20,62324.7,1,
677,ca,edge_case,1,2,1,167.4,136.7,21,69056.2,1,
678,ca,edge_case,1,3,19,173.4,136.8,19,61250.8,1,
679,ca,edge_case,1,4,25,164.8,136.3,25,83028.9,1,
680,ca,edge_case,1,5,25,178,152.1,45,136322,1,
681,ca,edge_case,2,1,0,166.9,137.1,20,65789.5,1,
682,ca,edge_case,2,2,1,164.3,136.4,21,69837,1,
683,ca,edge_case,2,3,19,165.3,136.4,19,62976.5,1,
684,ca,edge_case,2,4,25,162.3,136.4,25,83696,1,
685,ca,edge_case,2,5,25,181,152.5,45,134933,1,
686,ca,edge_case,3,1,0,166.3,137.1,20,65919.6,1,
687,ca,edge_case,3,2,1,164,150.1,21,66857.7,1,
688,ca,edge_case,3,3,19,165.2,136.3,19,63018.2,1,
689,ca,edge_case,3,4,25,164,152.5,25,78988.9,1,
690,ca,edge_case,3,5,25,180.5,163.9,45,130662,1,
691,ca,edge_case,4,1,0,168.6,141.8,20,64433,1,
692,ca,edge_case,4,2,1,166.4,136.6,21,69306.9,1,
693,ca,edge_case,4,3,19,164.8,136.5,19,63060.1,1,
694,ca,edge_case,4,4,25,202.1,137.9,25,73529.4,1,
695,ca,edge_case,4,5,25,183.1,152.2,45,134208,1,
696,ca,edge_case,5,1,0,180,137.3,20,63031.8,1,
697,ca,edge_case,5,2,1,164.8,136.6,21,69674.9,1,
698,ca,edge_case,5,3,19,163.3,136.1,19,63460.3,1,
699,ca,edge_case,5,4,25,163.6,136.8,25,83222.4,1,
700,ca,edge_case,5,5,25,180,153,45,135135,1,
701,nl,same_char,1,1,135,302,266.7,155,272551,1,
702,nl,same_char,1,2,186,385.9,345.8,206,281536,1,
703,nl,same_char,1,3,30,351.2,305.9,50,76091.9,1,
704,nl,same_char,1,4,219,713.4,641.2,239,176436,1,
705,nl,same_char,1,5,119,294.5,249.5,139,255515,1,
706,nl,same_char,2,1,163,362.9,314.1,183,270310,1,
707,nl,same_char,2,2,89,249.3,216.9,109,233805,1,
708,nl,same_char,2,3,158,430.8,324.5,178,235668,1,
709,nl,same_char,2,4,154,336.6,296.1,174,275012,1,
710,nl,same_char,2,5,59,223.3,185.6,79,193201,1,
711,nl,same_char,3,1,187,394.3,346.8,207,279315,1,
712,nl,same_char,3,2,87,251.6,253,107,212049,1,
713,nl,same_char,3,3,78,253.3,216.4,98,208644,1,
714,nl,same_char,3,4,172,353.4,314.1,192,287640,1,
715,nl,same_char,3,5,99,272.4,245.1,119,229952,1,
716,nl,same_char,4,1,186,477.2,586.3,206,193700,1,
717,nl,same_char,4,2,204,414.2,363.9,224,287881,1,
718,nl,same_char,4,3,192,384.3,345.1,212,290650,1,
719,nl,same_char,4,4,27,184.3,153.1,47,139301,1,
720,nl,same_char,4,5,121,329.6,249.7,141,243397,1,
721,nl,same_char,5,1,86,249,217.5,106,227224,1,
722,nl,same_char,5,2,200,402.4,496.4,220,244771,1,
723,nl,same_char,5,3,212,432.1,379.9,232,285714,1,
724,nl,same_char,5,4,34,202.1,169.5,54,145318,1,
725,nl,same_char,5,5,53,215,184.4,73,182774,1,
726,nl,alternating,1,1,98,265.9,341.1,118,194399,1,
727,nl,alternating,1,2,105,291.8,254.1,125,228980,1,
728,nl,alternating,1,3,115,295.9,249.6,135,247479,1,
729,nl,alternating,1,4,214,422,458.6,234,265728,1,
730,nl,alternating,1,5,130,329,299.9,150,238512,1,
731,nl,alternating,2,1,155,334.7,325.4,175,265111,1,
732,nl,alternating,2,2,60,239.8,191.4,80,185529,1,
733,nl,alternating,2,3,205,408.2,362.2,225,292056,1,
734,nl,alternating,2,4,188,385.8,354.7,208,280891,1,
735,nl,alternating,2,5,150,324.2,322.3,170,262954,1,
736,nl,alternating,3,1,24,190,153.7,44,128019,1,
737,nl,alternating,3,2,87,251.7,217.1,107,228242,1,
738,nl,alternating,3,3,36,199.4,169.2,56,151926,1,
739,nl,alternating,3,4,48,218.3,185,68,168609,1,
740,nl,alternating,3,5,53,213.8,184.2,73,183417,1,
741,nl,alternating,4,1,200,411.9,362.1,220,284238,1,
742,nl,alternating,4,2,100,266.4,232.3,120,240626,1,
743,nl,alternating,4,3,61,275.8,201.1,81,169847,1,
744,nl,alternating,4,4,156,342.7,311.2,176,269154,1,
745,nl,alternating,4,5,88,256.5,217.7,108,227752,1,
746,nl,alternating,5,1,44,199.7,169.6,64,173301,1,
747,nl,alternating,5,2,140,317.4,280.3,160,267693,1,
748,nl,alternating,5,3,156,331.6,307.4,176,275430,1,
749,nl,alternating,5,4,157,330.8,297,177,281937,1,
750,nl,alternating,5,5,173,355.4,314.8,193,287974,1,
751,nl,cyclic,1,1,173,446.4,328.9,193,248936,1,
752,nl,cyclic,1,2,69,236.6,264.9,89,177468,1,
753,nl,cyclic,1,3,180,383.6,328.4,200,280899,1,
754,nl,cyclic,1,4,172,351.2,314.3,192,288505,1,
755,nl,cyclic,1,5,20,183.5,153.4,40,118730,1,
756,nl,cyclic,2,1,41,200.1,170.5,61,164598,1,
757,nl,cyclic,2,2,116,289.4,250.9,136,251712,1,
758,nl,cyclic,2,3,116,390.8,254.2,136,210853,1,
759,nl,cyclic,2,4,127,307.7,266.6,147,255964,1,
760,nl,cyclic,2,5,210,439.8,379.5,230,280727,1,
761,nl,cyclic,3,1,147,325,281,167,275578,1,
762,nl,cyclic,3,2,56,224.5,186,76,185140,1,
763,nl,cyclic,3,3,25,190.7,276.8,45,96256.7,1,
764,nl,cyclic,3,4,105,357.2,234.1,125,211399,1,
765,nl,cyclic,3,5,191,395.2,345.4,211,284904,1,
766,nl,cyclic,4,1,155,336.3,297.3,175,276199,1,
767,nl,cyclic,4,2,214,420.9,377.5,234,293086,1,
768,nl,cyclic,4,3,59,216.8,184.8,79,196713,1,
769,nl,cyclic,4,4,200,400.8,481.1,220,249461,1,
770,nl,cyclic,4,5,110,298.9,250.4,130,236665,1,
771,nl,cyclic,5,1,33,200.3,169.5,53,143321,1,
772,nl,cyclic,5,2,138,311.9,266.2,158,273309,1,
773,nl,cyclic,5,3,43,200.8,168.8,63,170455,1,
774,nl,cyclic,5,4,177,366.9,329.3,197,282965,1,
775,nl,cyclic,5,5,24,182.1,152.3,44,131579,1,
776,nl,jumbled,1,1,78,283,234.3,114,220375,1,
777,nl,jumbled,1,2,199,486.4,411,255,284154,1,
778,nl,jumbled,1,3,195,793.9,522.2,252,191475,1,
779,nl,jumbled,1,4,66,262.6,217.4,99,206250,1,
780,nl,jumbled,1,5,68,248.7,216.2,101,217251,1,
781,nl,jumbled,2,1,95,287.5,250.6,129,239732,1,
782,nl,jumbled,2,2,85,341.3,325.1,124,186074,1,
783,nl,jumbled,2,3,129,348.4,283.1,166,262866,1,
784,nl,jumbled,2,4,66,288.6,203.4,96,195122,1,
785,nl,jumbled,2,5,217,487.3,443.4,283,304072,1,
786,nl,jumbled,3,1,117,302.6,267.1,155,272073,1,
787,nl,jumbled,3,2,44,223,186.7,74,180620,1,
788,nl,jumbled,3,3,88,266.5,233,125,250250,1,
789,nl,jumbled,3,4,202,498.4,410.7,254,279397,1,
790,nl,jumbled,3,5,121,322.8,281.4,160,264813,1,
791,nl,jumbled,4,1,147,356.2,315.8,190,282738,1,
792,nl,jumbled,4,2,99,284.2,262.4,138,252470,1,
793,nl,jumbled,4,3,28,201,169,54,145946,1,
794,nl,jumbled,4,4,83,266.8,233.5,116,231861,1,
795,nl,jumbled,4,5,51,216.8,230.5,80,178851,1,
796,nl,jumbled,5,1,134,341.8,310.7,174,266667,1,
797,nl,jumbled,5,2,189,438.3,395.7,246,294964,1,
798,nl,jumbled,5,3,125,343.2,296.9,173,270270,1,
799,nl,jumbled,5,4,122,324.6,282,160,263765,1,
800,nl,jumbled,5,5,65,250.1,217,98,209805,1,
801,nl,real_message,1,1,400,698,621.3,413,313045,1,
802,nl,real_message,1,2,400,678.9,617.6,413,318550,1,
803,nl,real_message,1,3,400,727.3,621.4,411,304738,1,
804,nl,real_message,1,4,400,686.4,618.8,412,315660,1,
805,nl,real_message,1,5,400,681.7,649.6,413,310223,1,
806,nl,real_message,2,1,400,1140.5,684.4,413,226314,1,
807,nl,real_message,2,2,400,690.9,620.5,413,314931,1,
808,nl,real_message,2,3,400,679.7,710.4,411,295662,1,
809,nl,real_message,2,4,400,870.3,1134.3,412,205527,1,
810,nl,real_message,2,5,400,692.6,621,413,314403,1,
811,nl,real_message,3,1,400,695.5,620.3,413,313877,1,
812,nl,real_message,3,2,400,682.1,618.4,413,317570,1,
813,nl,real_message,3,3,400,755.3,807.4,411,263006,1,
814,nl,real_message,3,4,400,676.1,628.2,412,315878,1,
815,nl,real_message,3,5,400,680.1,634.4,413,314188,1,
816,nl,real_message,4,1,400,680.2,629.7,413,315291,1,
817,nl,real_message,4,2,400,688.7,618.1,413,316039,1,
818,nl,real_message,4,3,400,798.4,619.4,411,289886,1,
819,nl,real_message,4,4,400,680.1,629.1,412,314696,1,
820,nl,real_message,4,5,400,695.5,625.1,413,312737,1,
821,nl,real_message,5,1,400,682.7,640,413,312240,1,
822,nl,real_message,5,2,400,680,619.6,413,317790,1,
823,nl,real_message,5,3,400,1113.5,740.5,411,221683,1,
824,nl,real_message,5,4,400,685.7,619.6,412,315636,1,
825,nl,real_message,5,5,400,675.9,658.9,413,309410,1,
826,nl,repeated_phrase,1,1,44,200.2,184.4,64,166407,1,
827,nl,repeated_phrase,1,2,51,215.8,184.7,71,177278,1,
828,nl,repeated_phrase,1,3,156,329.9,296.7,176,280881,1,
829,nl,repeated_phrase,1,4,42,204.2,169.6,62,165864,1,
830,nl,repeated_phrase,1,5,157,332.3,296.9,177,281310,1,
831,nl,repeated_phrase,2,1,177,370.4,329.9,197,281308,1,
832,nl,repeated_phrase,2,2,123,284.1,286.2,143,250745,1,
833,nl,repeated_phrase,2,3,78,343,219.2,98,174315,1,
834,nl,repeated_phrase,2,4,183,371.8,328.7,203,289793,1,
835,nl,repeated_phrase,2,5,203,401.4,372.7,223,288076,1,
836,nl,repeated_phrase,3,1,67,233.7,201.3,87,200000,1,
837,nl,repeated_phrase,3,2,65,231.8,200.7,85,196532,1,
838,nl,repeated_phrase,3,3,157,334,296.8,177,280596,1,
839,nl,repeated_phrase,3,4,131,333.6,286,151,243706,1,
840,nl,repeated_phrase,3,5,46,221.9,186.3,66,161685,1,
841,nl,repeated_phrase,4,1,149,333.2,281.4,169,274976,1,
842,nl,repeated_phrase,4,2,20,184.1,163.8,40,114976,1,
843,nl,repeated_phrase,4,3,113,281.5,248.2,133,251086,1,
844,nl,repeated_phrase,4,4,115,280.3,248.8,135,255150,1,
845,nl,repeated_phrase,4,5,168,360.1,330.6,188,272188,1,
846,nl,repeated_phrase,5,1,59,230.4,309.4,79,146351,1,
847,nl,repeated_phrase,5,2,147,331.1,299.5,167,264827,1,
848,nl,repeated_phrase,5,3,144,325,281.9,164,270226,1,
849,nl,repeated_phrase,5,4,164,369.4,315.2,184,268770,1,
850,nl,repeated_phrase,5,5,181,490.9,331.2,201,244496,1,
851,nl,edge_case,1,1,0,165.4,138.3,20,65854.5,1,
852,nl,edge_case,1,2,1,228.4,147.8,21,55821.4,1,
853,nl,edge_case,1,3,19,166.9,137.5,19,62417.9,1,
854,nl,edge_case,1,4,25,164.5,137.1,25,82891.2,1,
855,nl,edge_case,1,5,25,217.9,154.7,45,120773,1,
856,nl,edge_case,2,1,0,169,137.6,20,65231.6,1,
857,nl,edge_case,2,2,1,168.7,136.5,21,68807.3,1,
858,nl,edge_case,2,3,19,164.4,136.3,19,63185.9,1,
859,nl,edge_case,2,4,25,164.8,136.3,25,83028.9,1,
860,nl,edge_case,2,5,25,183.3,153.6,45,133571,1,
861,nl,edge_case,3,1,0,178.8,137.7,20,63191.2,1,
862,nl,edge_case,3,2,1,165.3,136.3,21,69628.6,1,
863,nl,edge_case,3,3,19,163,136.4,19,63460.3,1,
864,nl,edge_case,3,4,25,162.9,135.9,25,83668,1,
865,nl,edge_case,3,5,25,182.6,152.4,45,134328,1,
866,nl,edge_case,4,1,0,166.8,137.4,20,65746.2,1,
867,nl,edge_case,4,2,1,164.3,136.4,21,69837,1,
868,nl,edge_case,4,3,19,163.2,136.3,19,63439.1,1,
869,nl,edge_case,4,4,25,175.5,136.5,25,80128.2,1,
870,nl,edge_case,4,5,25,181.6,152.3,45,134771,1,
871,nl,edge_case,5,1,0,165.6,136.8,20,66137.6,1,
872,nl,edge_case,5,2,1,163.8,136.1,21,70023.3,1,
873,nl,edge_case,5,3,19,166.7,155.5,19,58969.6,1,
874,nl,edge_case,5,4,25,294.5,234.6,25,47250,1,
875,nl,edge_case,5,5,25,290.6,154.8,45,101033,1,
876,pt,same_char,1,1,100,268.5,302.4,120,210194,1,
877,pt,same_char,1,2,177,372,329.5,197,280827,1,
878,pt,same_char,1,3,56,300.5,216.5,76,147002,1,
879,pt,same_char,1,4,218,424.2,390.1,238,292276,1,
880,pt,same_char,1,5,184,368.3,330.8,204,291804,1,
881,pt,same_char,2,1,28,185.3,154.1,48,141426,1,
882,pt,same_char,2,2,52,216.7,184.1,72,179641,1,
883,pt,same_char,2,3,65,231.1,202,85,196260,1,
884,pt,same_char,2,4,86,248.1,217,106,227908,1,
885,pt,same_char,2,5,162,416.5,351.3,182,237041,1,
886,pt,same_char,3,1,43,203.4,170.7,63,168404,1,
887,pt,same_char,3,2,127,323.8,432.5,147,194367,1,
888,pt,same_char,3,3,38,206,171,58,153846,1,
889,pt,same_char,3,4,185,452.7,355.3,205,253713,1,
890,pt,same_char,3,5,164,355.6,323.6,184,270907,1,
